3	3	2200
2	2	1200
3	3	1261
3	2	1120
4	3	1857
3	2	1400
3	2	1139
5	3	6098
3	2	1300
3	3	2041
4	3	2248
2	1	972
4	2	1500
3	2	2000
4	3	1939
3	2	1413
3	2	1312
3	2	1275
2	1	854
3	3	3474
3	2	1380
4	3	2100
3	2	1487
3	2	900
5	3	3036
3	3	1800
3	3	1600
4	3	2150
3	2	1300
2	2	896
2	3	1700
3	2	1700
2	2	1194
3	2	1465
3	3	1530
4	2	2032
2	2	1088
4	4	4000
3	3	1296
3	2	944
4	2	2100
3	3	2340
3	2	1080
3	2	1196
3	3	1365
3	2	2120
2	1	1055
4	5	5307
3	2	1774
4	2	1856
4	2	1836
4	3	2367
3	2	1181
3	3	2563
2	2	1130
3	3	2020
4	2	1240
2	1	780
3	3	1800
5	6	3750
3	3	1650
2	1	728
3	2	1462
3	2	1150
3	3	1660
2	2	1440
4	2	1814
4	3	2100
3	2	1488
4	2	1718
3	2	1716
3	2	1320
3	2	1200
3	3	2218
4	3	1768
5	4	3588
3	2	1776
4	3	1467
3	3	1950
3	2	1288
3	3	1733
3	2	1128
3	3	1900
6	7	5103
3	2	1255
5	2	1802
4	3	2336
2	2	1190
3	3	1800
4	3	2006
3	2	2446
3	2	2114
3	3	2600
3	2	1514
3	2	1080
2	2	1088
4	2	1809
6	3	2053
2	2	969
3	4	3375
3	2	1594
4	3	1900
3	2	1050
3	2	1414
3	4	3698
3	2	1200
3	3	1685
3	3	2271
2	2	1150
5	3	2481
4	3	1600
3	2	1269
3	2	1200
3	2	1198
3	2	1363
4	2	1973
3	2	1516
3	2	1080
2	1	920
3	2	1027
4	2	2018
3	2	1253
3	2	1062
4	2	1934
2	2	1041
5	3	2700
2	2	1587
3	3	1859
4	3	2400
3	2	1110
3	2	1075
4	3	2035
3	2	1858
3	3	1261
6	3	2628
3	2	1120
3	2	1686
4	4	5190
3	2	1840
3	2	1204
2	1	973
3	2	1622
4	2	2125
3	2	1204
3	3	1750
3	2	1458
3	2	1184
3	2	1000
3	3	1197
3	3	2135
3	2	1114
4	2	1870
1	1	566
2	2	1134
3	2	1100
4	2	1144
3	2	1349
3	3	1281
3	3	1957
4	2	1174
4	3	2400
3	2	1236
3	3	1910
4	2	2064
4	2	2064
4	3	1888
4	2	1862
3	2	1106
3	2	1200
5	3	2408
3	3	2703
3	2	1728
3	2	1960
3	2	1092
1	1	628
3	2	1275
2	1	756
2	2	885
4	4	3531
3	2	1712
3	2	1100
4	3	1500
3	2	1671
3	2	1668
2	1	775
3	2	1200
4	2	1237
4	2	1338
4	3	2100
2	2	1222
3	2	1807
4	2	1352
3	2	1503
4	2	1571
4	3	2502
3	2	1526
3	2	1007
3	3	1306
3	2	1313
3	2	1593
3	3	2203
5	4	5200
2	1	756
3	3	2328
3	2	1008
3	2	1346
3	2	1112
3	2	1340
4	2	2236
5	4	3039
3	2	1733
4	3	1947
4	3	1868
3	3	1475
4	3	1868
4	3	1868
4	3	1927
3	2	1292
3	2	1657
3	2	1300
3	2	1700
4	2	2400
3	2	1278
3	2	1396
3	2	1368
3	2	1520
2	2	900
3	2	1407
3	2	1170
4	3	3035
5	4	2900
4	2	1656
2	2	980
3	2	1916
3	3	1756
3	2	1278
3	1	1201
3	2	1275
3	3	2000
3	2	1200
3	2	2000
3	2	1902
3	3	1568
3	2	1257
2	2	1100
3	2	1461
4	2	1353
3	2	1200
3	3	2039
4	3	2150
1	1	748
4	3	1969
4	3	2357
3	1	1522
3	2	1850
3	4	3123
3	2	1200
3	1	1000
3	2	2082
3	2	1200
3	2	1500
3	2	1500
4	2	1248
3	2	1400
3	2	1080
3	2	1460
3	2	1437
2	2	1218
2	2	1152
2	2	1410
2	1	817
2	2	703
3	2	1425
3	2	1807
5	4	3800
3	3	2502
1	1	800
3	2	2237
4	2	1860
10	11	4905
2	2	1200
2	2	1698
3	1	1022
3	2	2080
5	4	3000
3	3	3621
3	2	1570
4	2	1860
3	2	1840
4	4	3740
4	2	1217
3	3	1520
3	2	1240
3	2	1936
3	3	2044
3	2	1946
3	3	2028
4	3	2700
2	1	624
3	2	1800
2	2	1056
3	2	1467
4	3	2150
4	2	2004
2	2	1044
3	2	1576
2	2	1536
3	2	1082
3	2	1237
3	3	2193
3	2	1022
3	2	1232
4	2	1435
4	2	1430
3	3	2480
3	3	1832
3	3	1953
3	2	1100
3	2	2481
3	2	1704
3	2	1161
3	2	1440
3	2	1701
3	2	1536
3	2	1310
3	2	2187
4	3	2100
4	2	1511
3	3	2130
2	3	1400
3	2	1225
3	3	1868
4	4	3576
2	3	2219
3	3	2508
3	3	2817
3	2	1972
2	1	952
3	2	1080
3	2	1454
3	3	1961
2	2	1344
5	6	4174
2	2	120
3	3	3201
3	2	1427
3	3	2100
3	2	2306
4	3	2100
4	3	3166
3	2	1280
3	1	870
2	1	960
2	2	919
2	2	1034
3	2	1356
3	2	2380
5	3	3000
5	3	3000
2	3	1840
3	2	1189
4	2	1336
2	1	832
5	3	2100
3	1	940
3	2	1344
2	2	1437
5	4	3684
1	2	300
4	3	2717
4	3	2097
5	2	1575
6	3	2628
3	2	1750
3	2	1346
3	2	1041
3	2	1526
4	2	1728
4	2	1378
2	1	1145
3	2	1325
3	3	1850
4	2	1765
4	2	1631
4	4	2693
3	2	1316
3	2	1382
4	3	2300
3	2	1617
2	2	1150
2	2	1674
3	2	1543
2	2	1351
4	5	5060
3	2	2000
2	2	1536
2	2	924
3	3	1860
3	3	2640
4	4	3395
3	2	1850
3	2	1000
4	3	2720
2	1	992
3	2	1737
3	3	1435
5	3	1671
4	3	2800
2	2	900
4	3	2507
2	2	1440
3	3	2238
3	3	2725
2	3	1772
4	2	1947
3	2	1720
3	3	1605
3	2	1877
3	2	1104
3	2	1975
3	3	2392
